"Object Designation  ","Year Range  ","Potential Impacts  ","Impact Probability (cumulative)","Vinfinity (km/s)","H (mag)","Estimated Diameter (km)","Palermo Scale (cum.)","Palermo Scale (max.)","Torino Scale (max.)",""
"(2009 FZ10)","2111-2115","3","1.0e-5","13.01","25.5","0.027","-5.46","-5.48","0","bK09F10Z"
"(2012 VJ38)","2031-2111","27","1.1e-4","4.45","28.5","0.007","-5.46","-5.57","0","bK12V38J"
"(2019 UH9)","2078-2114","11","3.0e-6","22.38","25.2","0.031","-5.46","-5.90","0","bK19U09H"
"(2008 EL68)","2021-2113","584","2.8e-5","3.61","27.9","0.009","-5.47","-6.58","0","bK08E68L"
"(2019 KJ4)","2059-2118","83","8.4e-5","5.01","27.2","0.012","-5.47","-6.26","0","bK19K04J"
"(2011 EB)","2070-2110","4","3.3e-5","10.31","26.9","0.014","-5.49","-5.57","0","bK11E00B"
"(2020 PO4)","2053-2120","62","5.7e-5","5.82","26.9","0.014","-5.49","-6.18","0","bK20P04O"
"(2020 PQ2)","2066-2092","2","7.8e-7","20.39","24.3","0.048","-5.49","-5.54","0","bK20P02Q"
"(2010 TW149)","2058-2113","54","8.6e-6","17.07","25.9","0.023","-5.50","-6.04","0","bK10TE9W"
"(2020 GO1)","2064-2120","49","1.3e-4","6.85","27.6","0.010","-5.50","-6.03","0","bK20G01O"
"(2009 VA)","2025-2048","18","2.2e-5","8.26","28.6","0.006","-5.51","-5.55","0","bK09V00A"
"(2008 EM68)","2021-2116","1078","9.7e-6","14.48","27.7","0.010","-5.52","-6.46","0","bK08E68M"
"(2016 TY55)","2074-2118","18","4.9e-5","4.61","26.9","0.014","-5.52","-5.60","0","bK16T55Y"
"(2014 GQ17)","2052-2115","81","5.2e-5","5.41","27.1","0.013","-5.52","-6.26","0","bK14G17Q"
"(2016 CK137)","2040-2119","88","5.4e-5","9.83","27.3","0.012","-5.52","-5.95","0","bK16CD7K"
"(2020 UL3)","2111-2119","4","9.7e-7","10.19","23.3","0.075","-5.52","-5.97","0","bK20U03L"
"(2013 FU13)","2081-2098","5","6.8e-5","5.73","27.2","0.012","-5.53","-5.88","0","bK13F13U"
"(2012 TV)","2070-2107","13","3.1e-6","16.67","25.2","0.031","-5.53","-5.76","0","bK12T00V"
"(2020 UO4)","2088-2120","39","4.7e-4","3.22","28.6","0.006","-5.53","-5.70","0","bK20U04O"
"(2008 CT1)","2041-2117","148","6.1e-5","13.77","27.6","0.010","-5.55","-6.17","0","bK08C01T"
"(2020 BY1)","2049-2049","1","5.2e-6","16.64","26.4","0.018","-5.55","-5.55","0","bK20B01Y"
"(1991 BA)","2023-2115","46","1.1e-5","17.23","28.7","0.006","-5.56","-5.60","0","bJ91B00A"
"(2009 RR)","2098-2115","24","8.3e-6","12.95","25.6","0.026","-5.56","-6.32","0","bK09R00R"
"(2012 BL14)","2021-2116","526","1.6e-5","19.81","28.2","0.008","-5.56","-5.98","0","bK12B14L"
"(2017 DC120)","2024-2115","80","4.8e-8","10.35","22.3","0.120","-5.56","-5.99","0","bK17DC0C"
"(2021 AX6)","2045-2120","17","2.8e-5","7.14","26.8","0.014","-5.56","-5.68","0","bK21A06X"
"(2009 BF58)","2055-2117","34","6.2e-5","6.68","27.2","0.012","-5.57","-5.97","0","bK09B58F"
"(2006 HX57)","2045-2065","2","3.1e-6","10.53","25.2","0.031","-5.58","-5.61","0","bK06H57X"
"(2009 CZ1)","2058-2074","2","7.5e-7","17.81","24.4","0.044","-5.58","-5.72","0","bK09C01Z"
"(2018 VA8)","2099-2116","24","3.3e-5","11.82","26.9","0.014","-5.58","-5.96","0","bK18V08A"
"(2021 AB4)","2078-2117","29","4.2e-5","5.91","26.8","0.015","-5.60","-5.94","0","bK21A04B"
"(2021 EO2)","2037-2110","19","3.5e-5","5.81","27.8","0.009","-5.61","-5.73","0","bK21E02O"
"(2011 KF36)","2022-2106","6","9.9e-10","22.33","20.4","0.280","-5.61","-5.91","0","bK11K36F"
"(2011 FQ6)","2053-2115","30","6.5e-5","10.50","27.7","0.010","-5.62","-5.76","0","bK11F06Q"
"(2019 UT)","2103-2117","11","1.1e-4","10.90","27.9","0.009","-5.63","-5.95","0","bK19U00T"
"(2018 FE4)","2085-2101","6","1.5e-6","20.69","24.7","0.038","-5.63","-5.92","0","bK18F04E"
"(2017 RZ15)","2071-2117","29","5.0e-5","7.87","27.1","0.013","-5.64","-5.99","0","bK17R15Z"
"(2017 AB21)","2024-2110","25","5.6e-9","10.69","20.7","0.243","-5.64","-6.13","0","bK17A21B"
"(2018 HW1)","2108-2118","7","1.7e-5","4.74","25.8","0.024","-5.64","-5.68","0","bK18H01W"
"(2017 OE7)","2114-2114","1","2.9e-5","4.28","26.3","0.019","-5.64","-5.64","0","bK17O07E"
"(2017 QF3)","2043-2101","28","3.2e-5","12.76","27.8","0.009","-5.64","-6.03","0","bK17Q03F"
"(2010 UB)","2116-2116","2","3.6e-6","7.99","24.6","0.041","-5.65","-5.77","0","bK10U00B"
"(2016 NK22)","2084-2115","81","4.5e-4","6.88","28.9","0.005","-5.65","-5.85","0","bK16N22K"
"(2018 GG)","2086-2095","4","1.9e-6","14.26","24.6","0.040","-5.65","-5.65","0","bK18G00G"
"(2020 ED)","2096-2117","4","4.0e-5","7.09","26.9","0.014","-5.65","-5.78","0","bK20E00D"
"(2017 UL7)","2041-2054","2","3.6e-7","16.22","24.4","0.045","-5.66","-5.75","0","bK17U07L"
"(2019 AW2)","2072-2072","1","2.9e-6","13.73","25.3","0.029","-5.66","-5.66","0","bK19A02W"
"(2021 EC4)","2094-2120","14","1.1e-6","16.24","24.1","0.050","-5.66","-6.19","0","bK21E04C"
"(2012 LJ)","2051-2072","2","2.7e-6","18.70","25.6","0.026","-5.67","-5.70","0","bK12L00J"
"(2012 WS3)","2082-2116","33","1.2e-5","8.78","25.9","0.022","-5.67","-6.55","0","bK12W03S"
"(2013 RS43)","2073-2116","42","3.9e-5","5.68","27.0","0.013","-5.67","-6.15","0","bK13R43S"
"(2016 CD30)","2056-2111","11","4.2e-5","10.53","27.7","0.010","-5.67","-5.73","0","bK16C30D"
"(2020 UT4)","2045-2119","26","4.4e-5","17.92","28.2","0.008","-5.67","-6.11","0","bK20U04T"
"(2010 UH)","2047-2115","38","5.1e-5","6.74","27.1","0.013","-5.68","-5.87","0","bK10U00H"
"(2007 YM)","2021-2115","246","4.3e-6","7.62","26.3","0.018","-5.69","-6.30","0","bK07Y00M"
"(2018 WH)","2053-2118","186","8.2e-4","7.50","29.9","0.004","-5.69","-5.85","0","bK18W00H"
"(2008 LE)","2021-2116","120","2.3e-6","8.56","26.0","0.022","-5.69","-6.08","0","bK08L00E"
"(2020 HB3)","2105-2119","9","4.6e-6","11.38","25.1","0.032","-5.69","-6.05","0","bK20H03B"
"(2020 SW5)","2110-2113","6","6.8e-6","15.79","25.8","0.023","-5.69","-5.95","0","bK20S05W"
"(2012 BK14)","2022-2117","665","5.3e-5","3.71","28.0","0.009","-5.70","-6.85","0","bK12B14K"
"(2014 MO68)","2088-2108","2","6.3e-7","9.83","23.3","0.073","-5.71","-5.71","0","bK14M68O"
"(2017 FB1)","2098-2106","2","2.6e-7","22.18","23.4","0.072","-5.71","-5.97","0","bK17F01B"
"(2020 YB1)","2073-2120","19","1.9e-5","11.79","26.8","0.015","-5.71","-6.17","0","bK20Y01B"
"(2011 AY22)","2044-2115","33","2.8e-5","12.98","27.1","0.013","-5.72","-6.45","0","bK11A22Y"
"(2012 BU1)","2071-2116","26","7.3e-5","8.96","27.7","0.010","-5.72","-6.21","0","bK12B01U"
"(2020 XG)","2081-2120","66","1.1e-4","11.12","28.1","0.008","-5.72","-6.19","0","bK20X00G"
"(2010 UY7)","2066-2114","46","2.3e-4","3.87","28.5","0.007","-5.73","-6.18","0","bK10U07Y"
"(2020 FK6)","2054-2117","104","6.1e-5","13.13","28.1","0.008","-5.73","-6.71","0","bK20F06K"
"(2006 UU17)","2075-2107","6","1.7e-5","9.80","26.4","0.018","-5.74","-6.00","0","bK06U17U"
"(2009 HW67)","2046-2079","4","2.9e-6","22.61","26.1","0.020","-5.74","-6.08","0","bK09H67W"
"(2015 FA345)","2024-2102","17","1.6e-7","9.44","24.1","0.052","-5.74","-5.82","0","bK15FY5A"
"(2011 BF40)","2083-2083","1","1.2e-6","18.50","24.8","0.037","-5.76","-5.76","0","bK11B40F"
"(2014 QC391)","2078-2116","44","5.6e-5","7.61","27.5","0.011","-5.77","-6.22","0","bK14Qd1C"
"(2015 DQ224)","2025-2089","191","8.3e-5","14.95","29.3","0.005","-5.77","-6.61","0","bK15DM4Q"
"(2016 JB18)","2089-2116","16","6.9e-5","3.25","27.4","0.011","-5.77","-5.80","0","bK16J18B"
"(2017 YO5)","2090-2117","9","1.4e-5","7.34","26.1","0.020","-5.77","-6.07","0","bK17Y05O"
"(2017 UJ43)","2050-2109","29","4.9e-5","6.91","27.8","0.009","-5.78","-6.12","0","bK17U43J"
"(2021 CH3)","2061-2087","6","3.5e-7","16.01","23.9","0.056","-5.78","-6.23","0","bK21C03H"
"(2019 FA)","2036-2094","15","6.6e-5","5.68","28.7","0.006","-5.79","-6.27","0","bK19F00A"
"(2019 YV1)","2101-2119","5","5.3e-6","5.74","25.2","0.031","-5.79","-6.20","0","bK19Y01V"
"(2006 SC)","2043-2109","8","1.6e-6","12.22","25.2","0.031","-5.79","-5.93","0","bK06S00C"
"(2011 AK37)","2097-2097","1","2.8e-6","11.87","25.1","0.032","-5.80","-5.80","0","bK11A37K"
"(2012 VS76)","2080-2114","9","1.8e-5","11.47","26.9","0.014","-5.80","-6.16","0","bK12V76S"
"(2018 BN6)","2077-2117","22","1.9e-5","10.23","26.8","0.015","-5.80","-6.00","0","bK18B06N"
"443104 (2013 XK22)","2101-2101","1","1.4e-6","6.90","24.2","0.050","-5.80","-5.80","0","a0443104"
"(2013 NH6)","2060-2060","2","1.1e-7","21.74","23.4","0.073","-5.80","-6.05","0","bK13N06H"
"(2017 VJ)","2109-2118","7","1.9e-6","11.52","24.5","0.042","-5.80","-6.06","0","bK17V00J"
"(2020 KU)","2070-2108","20","1.4e-4","6.92","28.5","0.007","-5.80","-6.08","0","bK20K00U"
"(2017 YO3)","2049-2067","26","4.1e-5","8.31","28.2","0.008","-5.81","-5.88","0","bK17Y03O"
"(2017 FN1)","2033-2072","7","1.7e-4","17.92","30.6","0.003","-5.81","-5.91","0","bK17F01N"
"(2020 KC5)","2083-2106","3","3.6e-5","8.96","27.3","0.012","-5.81","-5.81","0","bK20K05C"
"(2020 YK3)","2064-2113","6","3.2e-5","4.13","27.1","0.013","-5.81","-5.98","0","bK20Y03K"
"(2009 WR52)","2031-2113","59","8.4e-5","5.41","28.3","0.007","-5.82","-6.23","0","bK09W52R"
"(2011 DS)","2065-2116","16","2.7e-5","6.54","27.0","0.013","-5.82","-6.12","0","bK11D00S"
"(2017 MZ8)","2023-2119","62","3.2e-8","9.59","22.4","0.112","-5.82","-6.22","0","bK17M08Z"
"(2015 EO)","2050-2083","7","7.0e-6","14.25","26.6","0.016","-5.83","-6.17","0","bK15E00O"
"(2016 SK2)","2073-2082","5","2.2e-6","13.64","25.3","0.029","-5.83","-5.86","0","bK16S02K"
"(2020 AW)","2044-2118","82","1.7e-4","4.56","28.7","0.006","-5.83","-6.55","0","bK20A00W"
"(2016 SA2)","2110-2119","13","1.3e-4","5.19","28.1","0.008","-5.83","-6.19","0","bK16S02A"
"(2007 XZ9)","2068-2089","2","1.1e-6","13.01","24.8","0.037","-5.84","-5.88","0","bK07X09Z"
"(2010 HP20)","2021-2115","631","4.9e-5","7.36","28.2","0.008","-5.84","-6.71","0","bK10H20P"
"(2011 DV10)","2093-2093","1","1.2e-6","16.27","24.8","0.038","-5.84","-5.84","0","bK11D10V"
"(2019 DX)","2051-2103","16","1.7e-5","12.39","26.9","0.014","-5.84","-6.14","0","bK19D00X"
"(2020 WN5)","2055-2120","142","6.4e-5","11.59","28.0","0.009","-5.84","-6.55","0","bK20W05N"
"(2019 JR2)","2079-2118","14","2.2e-5","13.36","27.1","0.013","-5.85","-5.97","0","bK19J02R"
"(2017 HG4)","2048-2115","23","3.9e-5","3.71","27.6","0.010","-5.85","-6.55","0","bK17H04G"
"(2007 UD6)","2058-2096","53","8.8e-5","5.99","28.3","0.007","-5.86","-6.42","0","bK07U06D"
"(2005 SO1)","2110-2110","9","3.9e-6","12.02","25.4","0.028","-5.86","-6.37","0","bK05S01O"
"(2016 CY135)","2103-2119","7","1.9e-6","6.75","24.5","0.043","-5.86","-6.31","0","bK16CD5Y"
"(2018 BL11)","2102-2119","24","8.8e-5","11.29","28.2","0.008","-5.86","-6.10","0","bK18B11L"
"(2019 GD4)","2065-2118","28","5.0e-5","7.52","27.7","0.010","-5.86","-6.20","0","bK19G04D"
"(2018 RB2)","2092-2119","31","3.5e-5","9.05","27.3","0.012","-5.87","-6.25","0","bK18R02B"
"(2008 EV84)","2041-2106","3","7.1e-7","12.93","25.4","0.029","-5.88","-5.89","0","bK08E84V"
"(2011 TO)","2063-2076","5","6.0e-6","8.55","26.3","0.019","-5.88","-5.89","0","bK11T00O"
"(2015 MN11)","2081-2081","2","5.1e-7","21.06","24.5","0.042","-5.88","-5.91","0","bK15M11N"
"(2020 UX4)","2074-2113","9","6.2e-6","7.67","25.8","0.024","-5.88","-6.01","0","bK20U04X"
"(2017 AA21)","2024-2117","194","2.4e-6","7.82","26.0","0.021","-5.88","-6.73","0","bK17A21A"
"(2006 WV29)","2036-2108","12","5.7e-6","16.74","26.5","0.017","-5.89","-6.27","0","bK06W29V"
"(2009 HC)","2095-2114","10","2.9e-6","3.72","24.8","0.038","-5.89","-6.24","0","bK09H00C"
"(2019 NO2)","2102-2117","4","9.6e-5","8.72","28.3","0.008","-5.89","-5.89","0","bK19N02O"
"(2020 LV)","2109-2114","2","5.0e-6","4.49","25.3","0.030","-5.89","-5.91","0","bK20L00V"
"(2005 TH50)","2031-2101","25","5.5e-5","4.95","28.0","0.009","-5.90","-6.23","0","bK05T50H"
"(2006 WZ184)","2084-2114","25","9.3e-6","7.26","26.1","0.021","-5.90","-6.69","0","bK06WI4Z"
"(2013 RO30)","2044-2095","10","9.1e-5","9.26","28.4","0.007","-5.90","-6.01","0","bK13R30O"
"(2016 GK2)","2092-2116","9","4.8e-5","9.12","27.8","0.009","-5.90","-6.14","0","bK16G02K"
"(2017 UC52)","2046-2116","43","4.0e-7","13.63","24.3","0.048","-5.90","-6.47","0","bK17U52C"
"(2020 VO1)","2058-2120","28","6.8e-5","7.68","28.0","0.009","-5.90","-6.22","0","bK20V01O"
"(2009 TU)","2086-2111","7","1.9e-5","15.15","27.4","0.011","-5.91","-6.45","0","bK09T00U"
"(2021 FU)","2036-2117","15","1.2e-5","9.83","27.4","0.011","-5.91","-5.95","0","bK21F00U"
"(2015 TG24)","2102-2116","30","1.6e-5","9.84","26.7","0.016","-5.92","-6.82","0","bK15T24G"
"(2011 CF66)","2022-2117","822","1.4e-5","13.01","27.8","0.009","-5.93","-7.13","0","bK11C66F"
"(2011 BP40)","2031-2105","15","1.3e-6","3.48","25.4","0.028","-5.93","-6.27","0","bK11B40P"
"(2014 JV79)","2021-2116","168","2.9e-7","11.14","25.2","0.031","-5.93","-6.47","0","bK14J79V"
"(2014 OM207)","2089-2101","3","2.3e-4","8.20","29.1","0.005","-5.93","-5.94","0","bK14OK7M"
"(2018 EB4)","2099-2103","2","2.6e-6","13.09","25.4","0.028","-5.93","-5.94","0","bK18E04B"
"(2004 VZ14)","2076-2114","4","1.9e-6","15.26","25.3","0.030","-5.94","-6.38","0","bK04V14Z"
"(2021 FO1)","2079-2120","16","4.1e-4","7.25","29.5","0.004","-5.94","-5.96","0","bK21F01O"
"(2021 EA)","2055-2059","3","2.5e-5","9.46","28.0","0.009","-5.94","-5.97","0","bK21E00A"
"(2007 PR25)","2094-2113","3","1.9e-8","29.29","21.9","0.140","-5.95","-6.07","0","bK07P25R"
"(2006 BM8)","2106-2115","11","2.6e-6","14.79","25.4","0.028","-5.95","-6.13","0","bK06B08M"
"(2007 EO88)","2073-2111","8","8.6e-6","10.95","26.4","0.018","-5.96","-6.47","0","bK07E88O"
"(2013 GA55)","2070-2114","23","4.5e-5","9.34","27.7","0.010","-5.96","-6.12","0","bK13G55A"
"(2009 TB)","2021-2112","38","5.9e-6","10.29","29.2","0.005","-5.96","-6.30","0","bK09T00B"
"(2016 RP41)","2022-2114","48","1.5e-8","8.17","22.5","0.110","-5.96","-6.36","0","bK16R41P"
"(2017 UE52)","2022-2108","55","2.4e-8","11.53","22.9","0.091","-5.96","-6.35","0","bK17U52E"
"(2017 WL15)","2058-2114","15","2.5e-6","17.98","25.8","0.023","-5.96","-6.47","0","bK17W15L"
"(2020 TF6)","2056-2075","6","1.6e-5","12.55","27.6","0.010","-5.96","-6.32","0","bK20T06F"
"(2020 WD)","2055-2120","6","8.9e-5","5.69","28.2","0.008","-5.96","-6.17","0","bK20W00D"
"(2009 JL2)","2057-2116","12","3.4e-6","12.83","26.0","0.022","-5.97","-6.46","0","bK09J02L"
"(2012 PB20)","2066-2116","10","2.8e-6","4.03","24.9","0.035","-5.97","-6.58","0","bK12P20B"
"(2018 EE9)","2067-2115","26","6.3e-6","15.96","26.3","0.018","-5.97","-6.11","0","bK18E09E"
"(2020 DO2)","2071-2113","10","6.9e-6","22.34","26.8","0.015","-5.97","-6.37","0","bK20D02O"
"(2013 BR27)","2073-2106","40","2.9e-5","10.95","27.7","0.010","-5.99","-6.44","0","bK13B27R"
"(2015 ET)","2076-2117","11","8.9e-6","11.67","26.7","0.016","-5.99","-6.46","0","bK15E00T"
"(2021 EO)","2110-2119","10","2.9e-6","7.45","25.1","0.032","-5.99","-6.52","0","bK21E00O"
"(2020 FZ2)","2110-2118","3","1.1e-6","22.31","25.1","0.032","-5.99","-6.23","0","bK20F02Z"
"(2020 AO1)","2049-2049","1","9.1e-8","17.02","23.7","0.062","-6.00","-6.00","0","bK20A01O"
"(2019 SC)","2051-2051","1","6.1e-6","14.26","27.2","0.012","-6.00","-6.00","0","bK19S00C"
"(2021 FM2)","2050-2079","15","3.0e-4","10.85","30.1","0.003","-6.00","-6.01","0","bK21F02M"
"(2011 UU190)","2025-2095","5","5.4e-6","NaN","28.1","0.008","-6.01","-6.18","0","bK11UJ0U"
"(2007 TL16)","2074-2090","10","5.1e-6","11.43","26.2","0.019","-6.02","-6.11","0","bK07T16L"
"(2009 HS44)","2111-2111","1","6.3e-6","18.29","26.6","0.017","-6.02","-6.02","0","bK09H44S"
"(2014 GY44)","2074-2089","4","1.7e-6","12.31","25.4","0.028","-6.02","-6.28","0","bK14G44Y"
"(2016 EM156)","2108-2116","4","5.7e-5","8.81","27.9","0.009","-6.03","-6.04","0","bK16EF6M"
"(2017 HJ61)","2024-2089","9","1.0e-5","13.44","28.8","0.006","-6.03","-6.06","0","bK17H61J"
"(2016 NP56)","2024-2113","17","4.5e-6","2.18","26.2","0.019","-6.03","-6.26","0","bK16N56P"
"(2019 BZ)","2077-2119","18","2.7e-5","8.62","27.6","0.010","-6.03","-6.24","0","bK19B00Z"
"(2020 UK2)","2089-2109","7","1.6e-5","7.61","26.9","0.014","-6.03","-6.39","0","bK20U02K"
"(2014 SR261)","2058-2115","8","4.6e-6","15.27","26.8","0.015","-6.04","-6.10","0","bK14SQ1R"
"(2019 AH3)","2060-2071","4","1.2e-5","18.04","28.0","0.009","-6.04","-6.16","0","bK19A03H"
"(2017 WF30)","2021-2119","965","2.0e-6","6.63","26.4","0.018","-6.05","-7.06","0","bK17W30F"
"(2010 TW54)","2074-2115","16","3.2e-5","7.78","27.6","0.010","-6.06","-6.10","0","bK10T54W"
"(2012 BA102)","2104-2117","7","1.2e-5","7.21","26.5","0.017","-6.06","-6.30","0","bK12BA2A"
"(2017 RC)","2086-2117","26","4.5e-5","9.85","27.9","0.009","-6.06","-6.49","0","bK17R00C"
"(2016 CG18)","2062-2116","40","8.8e-5","4.25","28.5","0.007","-6.06","-6.40","0","bK16C18G"
"(2020 BJ14)","2082-2082","1","5.1e-7","10.60","24.3","0.047","-6.06","-6.06","0","bK20B14J"
"(2021 CN5)","2110-2121","14","2.5e-5","16.04","27.8","0.009","-6.07","-6.32","0","bK21C05N"
"(2020 RJ2)","2061-2119","24","2.5e-4","3.55","29.2","0.005","-6.07","-6.46","0","bK20R02J"
"(2016 LG10)","2108-2108","4","3.2e-6","8.69","25.5","0.027","-6.08","-6.44","0","bK16L10G"
"(2017 SC33)","2024-2029","2","3.6e-10","25.18","21.1","0.210","-6.08","-6.17","0","bK17S33C"
"(2007 UN12)","2089-2119","8","1.6e-4","1.57","28.8","0.006","-6.09","-6.41","0","bK07U12N"
"(2009 TD17)","2047-2110","55","2.3e-5","6.57","27.7","0.010","-6.09","-6.91","0","bK09T17D"
"(2010 VO139)","2022-2115","217","1.6e-6","20.62","26.6","0.017","-6.09","-6.86","0","bK10VD9O"
"(2012 XM16)","2081-2107","4","2.4e-6","12.68","25.8","0.024","-6.09","-6.17","0","bK12X16M"
"(2019 RT3)","2087-2117","5","1.9e-6","7.62","25.2","0.031","-6.09","-6.26","0","bK19R03T"
"(2019 TK5)","2061-2096","19","1.5e-5","5.58","27.4","0.011","-6.09","-6.22","0","bK19T05K"
"(2013 WZ44)","2111-2111","1","3.0e-6","12.56","25.7","0.025","-6.10","-6.10","0","bK13W44Z"
"(2019 BU1)","2056-2062","2","2.0e-6","14.35","26.2","0.020","-6.10","-6.14","0","bK19B01U"
"(2014 FX32)","2076-2108","2","1.1e-6","9.05","25.1","0.033","-6.11","-6.12","0","bK14F32X"
"(2017 YV8)","2078-2117","26","2.3e-5","7.51","27.4","0.011","-6.11","-6.30","0","bK17Y08V"
"(2014 WA)","2049-2049","1","1.8e-5","9.55","28.2","0.008","-6.11","-6.11","0","bK14W00A"
"(2015 TL21)","2061-2095","6","3.3e-6","15.23","26.4","0.018","-6.11","-6.56","0","bK15T21L"
"(2007 YS56)","2104-2113","3","4.2e-6","9.14","25.8","0.023","-6.12","-6.39","0","bK07Y56S"
"(2008 YV32)","2085-2107","12","6.2e-6","8.79","26.4","0.018","-6.12","-6.63","0","bK08Y32V"
"(2009 VZ39)","2021-2116","891","6.9e-6","6.34","27.9","0.009","-6.12","-7.35","0","bK09V39Z"
"(2015 RD36)","2099-2099","1","2.0e-8","36.46","22.6","0.100","-6.12","-6.12","0","bK15R36D"
"(2017 DW119)","2023-2113","34","1.6e-6","8.71","26.6","0.016","-6.12","-6.41","0","bK17DB9W"
"(2016 TQ18)","2086-2110","3","6.6e-6","9.59","26.3","0.018","-6.13","-6.17","0","bK16T18Q"
"(2018 BD)","2032-2092","8","6.2e-5","8.89","30.2","0.003","-6.13","-6.13","0","bK18B00D"
"(2008 DA4)","2091-2100","2","3.4e-7","11.16","23.9","0.056","-6.14","-6.41","0","bK08D04A"
"(2015 BE511)","2057-2103","5","5.1e-5","9.87","28.7","0.006","-6.14","-6.27","0","bK15Bp1E"
"(2021 CC7)","2100-2118","5","3.5e-4","3.99","29.7","0.004","-6.14","-6.14","0","bK21C07C"
"(2001 SB170)","2089-2095","2","2.9e-8","22.49","22.4","0.110","-6.15","-6.45","0","bK01SH0B"
"(2019 UL)","2088-2117","15","1.1e-4","4.24","28.7","0.006","-6.15","-6.36","0","bK19U00L"
"(2018 SD2)","2065-2115","33","7.1e-5","2.85","28.4","0.007","-6.15","-6.62","0","bK18S02D"
"(2021 EF3)","2086-2121","10","2.7e-4","3.41","29.3","0.005","-6.15","-6.69","0","bK21E03F"
"(2009 TM8)","2079-2116","168","7.6e-5","7.96","28.6","0.007","-6.16","-7.54","0","bK09T08M"
"(2007 TX22)","2040-2088","57","3.4e-5","8.87","28.4","0.007","-6.16","-6.91","0","bK07T22X"
"(2010 CS19)","2104-2116","7","4.5e-5","6.82","28.0","0.009","-6.16","-6.21","0","bK10C19S"
"(2012 CL17)","2095-2115","19","1.4e-6","21.48","25.7","0.024","-6.16","-6.66","0","bK12C17L"
"(2011 WN69)","2038-2109","3","2.2e-6","23.03","26.2","0.020","-6.16","-6.38","0","bK11W69N"
"(2013 HT14)","2071-2077","3","1.7e-6","20.51","26.3","0.019","-6.17","-6.29","0","bK13H14T"
"(2021 ER)","2080-2115","7","1.6e-5","4.29","27.0","0.014","-6.17","-6.62","0","bK21E00R"
"(2007 VH189)","2037-2045","5","2.8e-8","18.48","23.4","0.073","-6.18","-6.63","0","bK07VI9H"
"(2017 UP43)","2110-2116","5","7.2e-6","7.91","26.4","0.018","-6.18","-6.47","0","bK17U43P"
"(2017 DA120)","2024-2041","4","7.0e-10","15.51","20.9","0.230","-6.19","-6.33","0","bK17DC0A"
"(2006 SF281)","2023-2116","338","1.2e-6","4.55","26.1","0.020","-6.19","-7.70","0","bK06SS1F"
"(2016 AZ193)","2021-2114","488","2.2e-6","5.05","26.6","0.016","-6.19","-7.15","0","bK16AJ3Z"
"(2020 BB5)","2092-2119","10","2.5e-4","8.82","29.7","0.004","-6.19","-6.20","0","bK20B05B"
"(2020 QJ5)","2056-2103","9","7.2e-6","9.93","26.8","0.015","-6.19","-6.46","0","bK20Q05J"
"(2021 DG)","2044-2072","7","1.7e-4","12.90","30.2","0.003","-6.19","-6.38","0","bK21D00G"
"(2002 UV36)","2087-2087","1","7.0e-6","8.06","26.7","0.016","-6.20","-6.20","0","bK02U36V"
"(2020 TO2)","2119-2119","2","6.4e-6","12.56","26.5","0.017","-6.20","-6.40","0","bK20T02O"
"(2001 UD5)","2107-2107","1","4.1e-8","16.73","22.4","0.110","-6.21","-6.21","0","bK01U05D"
"(2016 AB166)","2106-2108","3","3.1e-7","21.61","24.4","0.044","-6.21","-6.33","0","bK16AG6B"
"(2019 CJ4)","2075-2116","11","1.9e-6","10.94","25.4","0.028","-6.21","-6.70","0","bK19C04J"
"(2005 TA)","2082-2115","17","2.0e-5","4.81","27.2","0.012","-6.22","-6.73","0","bK05T00A"
"(2006 SR131)","2060-2116","30","2.8e-5","8.46","28.0","0.009","-6.22","-6.92","0","bK06SD1R"
"(2007 DC)","2045-2115","57","1.2e-5","6.75","27.5","0.011","-6.22","-6.97","0","bK07D00C"
"(2017 QM33)","2071-2107","12","1.1e-5","17.61","27.8","0.010","-6.22","-6.26","0","bK17Q33M"
"(2017 DG16)","2074-2105","29","1.5e-4","6.48","29.4","0.004","-6.22","-6.28","0","bK17D16G"
"(2020 OM6)","2106-2106","1","1.6e-6","5.05","25.0","0.034","-6.22","-6.22","0","bK20O06M"
"(2008 XU2)","2039-2039","1","4.8e-7","9.93","25.6","0.026","-6.23","-6.23","0","bK08X02U"
"(2008 VL)","2021-2116","632","1.2e-5","9.55","28.0","0.009","-6.24","-7.03","0","bK08V00L"
"(2019 MT2)","2079-2109","10","5.0e-6","11.36","26.4","0.018","-6.24","-6.64","0","bK19M02T"
"(2019 ED1)","2070-2103","15","1.4e-5","9.42","27.5","0.011","-6.24","-6.79","0","bK19E01D"
"(2011 BU59)","2089-2118","10","3.6e-6","11.33","26.1","0.020","-6.25","-6.50","0","bK11B59U"
"(2018 FL29)","2026-2116","266","8.5e-5","11.93","30.1","0.003","-6.25","-6.56","0","bK18F29L"
"(2007 US51)","2082-2114","8","8.8e-6","15.26","27.2","0.012","-6.26","-6.37","0","bK07U51S"
"(2008 EA9)","2068-2106","6","2.3e-5","1.24","27.7","0.010","-6.26","-6.66","0","bK08E09A"
"(2008 KN11)","2046-2046","1","3.6e-8","13.83","23.3","0.075","-6.26","-6.26","0","bK08K11N"
"(2016 JA6)","2081-2117","7","4.2e-6","11.34","26.4","0.018","-6.26","-6.48","0","bK16J06A"
